customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5206-TTDXV,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.95,1704.81,No
9794-SZEGI,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.71,2000.73,Yes
9153-SFGHX,Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,19.89,647.81,No
9736-RMSRM,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.36,0.0,Yes
9380-VSZVD,Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),22.15,1270.35,Yes
6003-TZRYV,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,64.69,3436.86,No
7051-JTHJX,Female,1,No,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.02,4887.43,Yes
8844-KJEAD,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,106.63,1813.32,No
7179-KULQK,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),85.17,5962.43,No
6818-BQMUH,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),91.24,4274.5,No
7240-NDYXF,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,40.0,1654.81,No
9350-HVXTT,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,47.58,322.2,No
6210-RHXOX,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),112.72,310.54,No
3461-JOPGC,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,34.47,1494.12,No
4444-FTJMG,Female,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.06,6793.24,No
8023-VOYVK,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.89,4959.27,No
4525-ZKHQM,Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.04,5736.62,Yes
8908-NGWBT,Male,0,No,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),99.65,486.25,Yes
7485-BNHLE,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),55.64,1069.69,No
3097-YJLBA,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.06,2918.13,No
3531-LUREY,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.79,1118.78,Yes
2068-CAWNU,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,55.0,1774.49,Yes
1203-SIZNI,Female,0,No,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,98.19,4467.56,No
5245-KYHAJ,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.43,1796.75,No
3908-XBYUX,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,99.6,2624.93,No
2465-NGADZ,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.15,748.75,Yes
9611-PNOWR,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,35.33,1007.34,No
2118-QINET,Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),112.27,3540.26,No
7303-PUASY,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),81.57,2142.02,Yes
5485-JQWDX,Male,0,Yes,No,55,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.27,3638.14,Yes
1128-ELNAF,Female,0,No,No,22,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),76.59,1635.54,Yes
9825-DKQJI,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,58.61,2517.32,No
8451-FBRIS,Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),31.41,1622.67,No
2907-PIZEA,Female,0,No,Yes,67,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,108.01,7257.2,No
8365-GFTJK,Male,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.16,4860.03,No
8955-CBMQN,Female,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.49,3518.22,No
5220-ZJUSE,Female,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,103.23,5936.47,No
9748-LYIIZ,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,93.31,661.91,No
2996-DEEFY,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,70.1,619.26,Yes
2059-EKRKL,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),31.85,217.61,No
6787-LELVJ,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,28.85,890.3,No
1631-ZNQPD,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,21.18,103.89,Yes
6586-YNKZH,Male,0,No,No,57,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,67.67,3836.01,Yes
8760-CBKIH,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,34.11,1385.79,Yes
9514-LACOB,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.57,2001.06,Yes
2275-AGPBL,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,106.66,5876.15,No
1380-LFQJS,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.37,3470.5,No
6701-RZBRM,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),117.53,2677.69,Yes
3964-YOSEZ,Male,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.95,300.57,No
6103-LDWPB,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.66,706.17,Yes
8145-YICJA,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,84.4,3983.59,Yes
4506-FZMBF,Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.77,2625.42,No
2446-TEEZP,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),97.23,1179.9,No
8765-ZGTYD,Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.24,5634.23,Yes
3349-FCGJX,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),77.84,5544.9,No
2205-TEBHO,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.79,2457.74,Yes
2299-TKLRX,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),32.01,245.61,Yes
8903-PSTMA,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.72,172.67,No
4607-QPJSA,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.3,2667.32,Yes
1578-RXONQ,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.93,5380.24,No
9797-YHZJJ,Male,0,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.98,5913.35,Yes
5909-SNDPX,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,57.79,2450.67,Yes
8291-RPLGJ,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,104.72,6104.82,No
8235-XAUYV,Female,1,No,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,20.21,1126.22,No
7232-QBFEX,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.77,6078.86,No
5693-SSLVH,Female,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.04,1765.84,No
1931-SPPHV,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,108.96,4025.68,Yes
8456-IPZUM,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.86,532.25,Yes
6109-XCRGF,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.26,4329.25,Yes
8292-FFNCV,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),110.8,561.19,Yes
1775-XDBLT,Female,1,No,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,62.33,2596.75,No
2126-NKVEF,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,109.16,6365.55,No
4808-RJYAG,Male,0,No,No,25,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,86.8,2177.11,No
9951-SREEH,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.56,579.3,Yes
5637-GXKXO,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.13,907.37,No
9001-RUIEH,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),109.38,106.53,Yes
3710-TQBVD,Female,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.8,1010.78,No
5221-UGBVZ,Female,1,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),20.48,438.73,No
3737-WAPZN,Male,0,Yes,No,72,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.58,7980.7,Yes
6215-GULRG,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.79,353.76,Yes
9175-TWHLU,Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.43,788.38,Yes
3354-MGUYD,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),114.27,5562.34,No
2412-JIZMF,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.93,396.97,No
7212-WLZOJ,Female,1,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.77,4631.59,Yes
9708-VZQPU,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.51,421.16,Yes
7804-DYDMP,Male,1,No,No,35,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.17,1492.51,No
5432-JGPVF,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.64,3972.76,Yes
2642-NPKNM,Male,0,No,No,61,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,40.51,2510.5,No
8232-GGYXQ,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.55,2288.73,No
4150-ITJGE,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),19.62,776.47,No
7467-ARXSF,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,83.65,3872.31,Yes
4929-TFUJO,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.35,1983.15,No
1155-BHCZX,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.53,2442.72,No
4921-GJTOL,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),20.85,999.96,No
4197-UKVRV,Male,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),24.81,1602.04,No
3306-XWVFS,Female,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,81.8,2936.25,No
2370-QJHBO,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,118.98,4844.45,No
6329-KXOKW,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),87.27,331.24,Yes
8500-DCUIH,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.94,928.71,No
5348-PGYSQ,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,112.72,1788.79,No
3589-FOETX,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,104.64,6353.25,Yes
1903-LNQMJ,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.79,3511.44,Yes
5034-PYLQT,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1966.33,No
4309-XJNUP,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,47.71,655.57,Yes
5709-SYEMC,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.33,170.79,No
9919-UNSXK,Female,1,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.83,2239.05,No
7636-AZOTX,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,41.85,455.13,Yes
4789-INVIJ,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,45.45,1917.89,No
8374-EMKOK,Female,1,Yes,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,60.58,2341.05,No
7025-TSNUQ,Female,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.67,58.25,Yes
8625-SGTVD,Female,1,No,No,57,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),31.31,1810.28,No
2461-ZVBRK,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),38.1,0.0,Yes
5991-GBYAS,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,29.5,285.19,No
1614-AIHJC,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,66.86,3982.98,No
9137-FZDRR,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.08,419.66,Yes
9912-ALNMX,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,62.71,1581.37,No
3565-WECNF,Male,0,No,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.16,6625.56,No
8914-SVVEL,Male,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,75.35,1209.22,No
6773-JFBXQ,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.95,3279.49,Yes
7366-RQDKA,Male,0,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.04,3673.34,Yes
5374-JYWVE,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,101.96,4725.66,No
4524-TIPMQ,Female,1,Yes,No,39,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),35.47,1371.05,No
2720-VQNPF,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,74.9,1836.75,No
8019-QSBAG,Female,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,86.14,3308.97,Yes
2044-ZFTRO,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,109.3,52.83,No
9087-JHKUM,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.99,3552.62,No
8445-NSTSY,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,22.3,281.57,Yes
1604-NRRHG,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.44,2864.42,Yes
8821-TPPRG,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.53,756.43,Yes
3303-VBTIW,Male,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.88,2981.18,No
4730-RKHWE,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),75.25,1529.74,Yes
7941-VWDBJ,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.52,2375.44,Yes
9447-PQXMW,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,25.4,0.0,No
9888-OJDST,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,103.55,1364.17,No
8554-NALCV,Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,113.33,2120.97,No
2642-PXYCJ,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,6283.59,No
6789-BNOTA,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,78.94,3488.47,No
5629-EKIWR,Female,0,No,No,60,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,80.5,4873.84,No
2263-FLPSH,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,88.5,2255.15,No
9163-UPGPQ,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),106.94,5981.74,No
4951-GKFFL,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),33.2,1696.62,No
7794-LXCNF,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),21.47,1433.86,No
1207-MFTVH,Male,1,Yes,No,36,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,25.19,899.14,Yes
7768-YRBMG,Male,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.09,1379.54,No
5533-FBGOE,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),58.68,2966.05,No
1851-OZWAU,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.03,3412.39,No
9326-SKOMH,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.71,1607.78,Yes
9159-RKYFO,Female,1,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,25.61,182.93,No
9364-BYUSL,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,43.13,386.26,Yes
3549-MBOFG,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),96.01,1194.64,No
9263-VLHAH,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),79.54,1353.3,No
5153-LLSJX,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.79,944.82,Yes
8416-HOVVZ,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),71.21,5053.22,No
7151-JMNMV,Female,0,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.74,119.87,Yes
